null
45;5184
9;1685
57;4657
40;7278
21;2462
21;3676
28;2955
13;8686
1;4324
53;2194
6;4083
10;4059
61;4974
14;3378
35;1168
51;2601
38;2639
15;6088
0;3164
8;2681
32;5312
57;5422
49;8432
34;5057
19;5472
16;5083
36;1999
38;12
49;7881
54;4803
19;5025
29;5487
39;2807
7;1812
44;4458
57;312
15;6069
11;7187
40;2529
63;4745
22;2636
38;8890
24;7701
58;7669
27;6966
51;7070
30;630
28;8646
62;4545
21;756
26;2984
50;6473
41;605
7;8288
20;6541
37;5942
20;2805
29;2436
34;1941
8;7832
15;8672
41;5138
52;7751
1;869
54;3726
32;3229
2;6914
50;1774
25;2714
38;4814
55;4667
15;3489
38;8621
21;8488
18;6287
56;4387
50;336
19;4957
15;7233
24;7927
21;4983
25;2051
36;6813
44;8583
6;379
