Salaires , Age
20;4128
16;8050
40;7217
7;7109
18;3802
14;8475
23;4136
57;7323
39;6549
58;612
53;5323
6;5262
41;2967
24;7510
3;2829
12;3019
20;104
24;435
39;5401
39;2999
16;8309
60;420
3;2714
39;2925
8;4703
5;1177
25;4237
47;240
40;7294
16;8722
52;6469
56;538
57;1768
58;735
55;83
52;807
22;7951
60;2125
21;1702
45;1527
44;7972
34;8237
49;1896
56;7157
63;8131
54;5735
55;8533
38;4961
35;8792
24;1294
46;612
16;5083
37;6921
62;6809
28;7049
60;6523
39;1413
53;8790
60;5688
20;7422
31;6240
19;6517
55;267
8;4835
43;7101
20;7170
49;3153
45;5485
41;6252
8;3708
46;7663
28;3136
29;4414
8;5741
53;5134
11;8472
61;504
1;2502
38;148
3;785
7;3845
23;4505
49;7056
35;6268
15;5549
44;4229
33;3193
18;6895
49;6102
12;8681
2;230
51;4714
33;1916
29;8809
15;746
0;3806
8;6766
22;1508
19;2884
36;8798
17;3650
58;8339
59;4585
49;3959
28;7592
38;1601
21;3686
36;527
35;4217
7;2418
32;6294
3;7728
24;5834
42;4124
23;7773
44;4954
63;2658
25;4647
35;2973
52;1327
32;6418
35;7712
34;3699
51;1878
20;4632
28;3063
24;5204
10;2592
33;6090
42;2022
38;1239
20;3657
54;1990
34;8615
9;340
52;4502
32;7704
55;6624
13;7427
29;7677
9;7953
56;7581
39;6590
44;6704
39;447
27;4958
33;6218
29;5982
31;4707
28;969
17;8515
50;7141
13;4206
41;2007
38;493
4;5356
17;621
51;4684
48;2853
11;6103
12;2606
26;469
22;8258
31;4505
18;4960
57;2133
49;3147
59;6053
6;907
7;3923
30;4988
17;1795
23;6051
42;3390
9;5150
61;1697
18;2123
36;6436
63;2139
51;2426
6;5510
59;2368
25;6204
26;1491
4;8485
2;1440
14;112
46;5059
32;3158
3;8360
18;4941
6;8322
59;6295
18;478
23;1250
62;3527
43;7468
19;1233
3;7753
47;4987
55;1216
26;1210
52;3604
43;5888
6;6229
52;7
14;8415
22;1269
43;4201
54;6516
5;5287
53;4111
2;3413
40;642
24;7368
6;5782
51;3967
48;2940
2;6918
44;7897
3;7993
14;3915
17;5890
9;1628
45;8652
45;4767
29;1915
6;273
43;5029
32;463
58;1620
31;7099
20;1221
33;5217
35;8887
16;4128
56;3937
14;4821
52;5204
50;2303
49;2504
16;7810
42;6846
56;6052
45;2909
8;1092
29;2187
50;3212
34;1887
17;1630
20;1026
25;2318
16;4422
35;3306
27;64
44;6147
47;7380
26;4582
33;4385
51;6815
55;5392
1;8577
10;55
34;8559
59;6244
58;7245
50;6831
17;5412
21;3438
12;6055
61;2396
43;2664
13;3346
42;8140
17;6489
57;3622
23;663
15;2227
52;4831
45;945
58;4070
42;4180
22;1514
47;5190
32;6372
28;7527
11;754
31;3430
32;6607
6;6963
60;3395
14;1725
38;6782
40;2651
50;3453
11;5797
26;8407
9;6531
51;1432
51;2349
4;5503
34;3086
9;528
16;7186
48;7055
42;2211
47;6061
9;1043
58;478
40;4398
11;2913
14;5504
34;4810
6;8795
57;7259
16;4093
10;5615
45;2449
17;8003
13;5850
26;1527
32;1931
6;6875
28;1979
60;5072
9;125
43;1269
43;7610
11;7431
24;248
51;1142
1;3672
45;6241
58;3395
5;7228
18;291
52;2631
44;3316
49;5481
3;4304
8;3770
51;2853
36;7079
6;392
39;3888
29;5220
63;2305
42;8642
43;7312
1;1384
38;5337
7;3633
22;869
43;3108
21;6269
33;3588
58;3177
30;8471
30;4918
39;4991
10;6964
14;2424
46;7541
49;6568
11;7051
28;3943
